source_url,final_url,source_domain,certificate_title,issuer,recipient,issue_date,issue_date_raw,expiration_date,expiration_date_raw,credential_id,credential_url,certificate_page_url,image_url,image_alt,image_width,image_height,crawl_timestamp,extraction_status,notes
https://www.boot.dev/u/eralmndr,https://www.boot.dev/u/eralmndr,www.boot.dev,Showdown: Platinum,Boot.dev,,2026-05-11,2026-05-11T11:45:01.997610321Z,,,7347722c-fb1f-4baa-9cb4-07b872c00129,,https://www.boot.dev/u/eralmndr,https://storage.googleapis.com/qvault-webapp-dynamic-assets/course_assets/vfW471m.png,Showdown: Platinum,,,2026-05-12T14:04:07.825Z,ok,source=nuxt AchievementEarned; category=boss; description=Defeat 4 bosses
https://www.boot.dev/u/eralmndr,https://www.boot.dev/u/eralmndr,www.boot.dev,"Learn CI/CD with GitHub Actions, Docker and Go",Boot.dev,,2026-05-10,2026-05-10T14:55:59.911985956Z,,,961e41d1-0725-4b98-8593-21d98d75a2b5,https://www.boot.dev/certificates/961e41d1-0725-4b98-8593-21d98d75a2b5,https://www.boot.dev/certificates/961e41d1-0725-4b98-8593-21d98d75a2b5,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/961e41d1-0725-4b98-8593-21d98d75a2b5.jpeg?v=1778439494,"Learn CI/CD with GitHub Actions, Docker and Go",900,550,2026-05-12T14:04:07.825Z,ok,source=nuxt CertificateEarned; type=Course; course_uuid=1d057329-0a4a-486f-a8cc-2fccada6b307; thumbnail=https://storage.googleapis.com/qvault-webapp-dynamic-assets/course_assets/pcgPbf9.png; source=boot.dev certificate page
https://www.boot.dev/u/eralmndr,https://www.boot.dev/u/eralmndr,www.boot.dev,Learn File Servers and CDNs with S3 and CloudFront,Boot.dev,,2026-05-10,2026-05-10T09:59:41.281480681Z,,,4aab9883-a16a-43d4-a274-eb4461eabe8e,https://www.boot.dev/certificates/4aab9883-a16a-43d4-a274-eb4461eabe8e,https://www.boot.dev/certificates/4aab9883-a16a-43d4-a274-eb4461eabe8e,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/4aab9883-a16a-43d4-a274-eb4461eabe8e.jpeg?v=1778433065,Learn File Servers and CDNs with S3 and CloudFront,900,550,2026-05-12T14:04:07.825Z,ok,source=nuxt CertificateEarned; type=Course; course_uuid=189c4b36-0a42-4211-ae03-7938550c5b57; thumbnail=https://storage.googleapis.com/qvault-webapp-dynamic-assets/course_assets/7lhrwOp-256x256.png; source=boot.dev certificate page
https://www.boot.dev/u/eralmndr,https://www.boot.dev/u/eralmndr,www.boot.dev,Build a Pokedex in Go,Boot.dev,,2026-05-10,2026-05-10T07:56:34.637005747Z,,,01e9c437-6044-4ce2-b75b-4da2d0fdf2e4,https://www.boot.dev/certificates/01e9c437-6044-4ce2-b75b-4da2d0fdf2e4,https://www.boot.dev/certificates/01e9c437-6044-4ce2-b75b-4da2d0fdf2e4,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/01e9c437-6044-4ce2-b75b-4da2d0fdf2e4.jpeg?v=1778430106,Build a Pokedex in Go,900,550,2026-05-12T14:04:07.825Z,ok,source=nuxt CertificateEarned; type=Guided Project; course_uuid=b6ac3462-d76f-453b-bd5d-5d7fe07cdadb; thumbnail=https://storage.googleapis.com/qvault-webapp-dynamic-assets/course_assets/fbuH9HC.png; source=boot.dev certificate page
https://www.boot.dev/u/eralmndr,https://www.boot.dev/u/eralmndr,www.boot.dev,Learn HTTP Servers in Go,Boot.dev,,2026-05-10,2026-05-10T07:30:25.491509665Z,,,5e3477c6-3231-46b5-b549-fe8acc8746c5,https://www.boot.dev/certificates/5e3477c6-3231-46b5-b549-fe8acc8746c5,https://www.boot.dev/certificates/5e3477c6-3231-46b5-b549-fe8acc8746c5,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/5e3477c6-3231-46b5-b549-fe8acc8746c5.jpeg?v=1778594462,Learn HTTP Servers in Go,900,550,2026-05-12T14:04:07.825Z,ok,source=nuxt CertificateEarned; type=Course; course_uuid=81b7293c-60aa-40c7-a158-7c87428f6031; thumbnail=https://storage.googleapis.com/qvault-webapp-dynamic-assets/course_assets/7lhrwOp-256x256.png; source=boot.dev certificate page
https://www.boot.dev/u/eralmndr,https://www.boot.dev/u/eralmndr,www.boot.dev,Showdown: Gold,Boot.dev,,2026-03-12,2026-03-12T04:21:08.929616115Z,,,377a38f8-c989-4b02-aa39-79401faf79c5,,https://www.boot.dev/u/eralmndr,https://storage.googleapis.com/qvault-webapp-dynamic-assets/course_assets/grBPn8W.png,Showdown: Gold,,,2026-05-12T14:04:07.825Z,ok,source=nuxt AchievementEarned; category=boss; description=Defeat 3 bosses
https://www.boot.dev/u/eralmndr,https://www.boot.dev/u/eralmndr,www.boot.dev,Learn Kubernetes,Boot.dev,,2026-03-11,2026-03-11T04:34:29.361982152Z,,,d676dab9-883c-474c-862f-57dc1d902180,https://www.boot.dev/certificates/d676dab9-883c-474c-862f-57dc1d902180,https://www.boot.dev/certificates/d676dab9-883c-474c-862f-57dc1d902180,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/d676dab9-883c-474c-862f-57dc1d902180.jpeg?v=1775630438,Learn Kubernetes,900,550,2026-05-12T14:04:07.825Z,ok,source=nuxt CertificateEarned; type=Course; course_uuid=6e6236f7-6f6b-45e3-859a-5fd0084754aa; thumbnail=https://storage.googleapis.com/qvault-webapp-dynamic-assets/course_assets/zUmv1GG.png; source=boot.dev certificate page
https://www.boot.dev/u/eralmndr,https://www.boot.dev/u/eralmndr,www.boot.dev,Showdown: Silver,Boot.dev,,2025-10-06,2025-10-06T07:22:43.106541475Z,,,407f16df-f04a-4d01-9aca-7ba301669ae9,,https://www.boot.dev/u/eralmndr,https://storage.googleapis.com/qvault-webapp-dynamic-assets/course_assets/hF5mr2p.png,Showdown: Silver,,,2026-05-12T14:04:07.825Z,ok,source=nuxt AchievementEarned; category=boss; description=Defeat 2 bosses
https://www.boot.dev/u/eralmndr,https://www.boot.dev/u/eralmndr,www.boot.dev,Build an AI Agent in Python,Boot.dev,,2025-10-02,2025-10-02T13:39:33.74563948Z,,,e5b08c7a-59d9-4f61-820d-5bec0be5270d,https://www.boot.dev/certificates/e5b08c7a-59d9-4f61-820d-5bec0be5270d,https://www.boot.dev/certificates/e5b08c7a-59d9-4f61-820d-5bec0be5270d,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/e5b08c7a-59d9-4f61-820d-5bec0be5270d.jpeg?v=1775630437,Build an AI Agent in Python,900,550,2026-05-12T14:04:07.825Z,ok,source=nuxt CertificateEarned; type=Guided Project; course_uuid=66c3d478-affc-4967-8171-bbc79b8e3cf1; thumbnail=https://storage.googleapis.com/qvault-webapp-dynamic-assets/course_assets/CA96gmc.png; source=boot.dev certificate page
https://www.boot.dev/u/eralmndr,https://www.boot.dev/u/eralmndr,www.boot.dev,Streak: Grandmaster,Boot.dev,,2025-09-06,2025-09-06T08:56:14.024289074Z,,,c65cc394-6121-4f0e-83b3-264d8ca0b3ca,,https://www.boot.dev/u/eralmndr,https://storage.googleapis.com/qvault-webapp-dynamic-assets/course_assets/giCJili.png,Streak: Grandmaster,,,2026-05-12T14:04:07.825Z,ok,source=nuxt AchievementEarned; category=streak; description=Study consistently for 144 days
https://www.boot.dev/certificates/89e447d6-3519-47c8-89dd-1f087497ba37,https://www.boot.dev/certificates/89e447d6-3519-47c8-89dd-1f087497ba37,www.boot.dev,Learn to Code in Python,Boot.dev,,,,,,89e447d6-3519-47c8-89dd-1f087497ba37,https://www.boot.dev/certificates/89e447d6-3519-47c8-89dd-1f087497ba37,https://www.boot.dev/certificates/89e447d6-3519-47c8-89dd-1f087497ba37,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/89e447d6-3519-47c8-89dd-1f087497ba37.jpeg?v=1737557253,Learn to Code in Python,900,550,2026-05-12T14:04:19.764Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/5905b4ef-ebfd-4ac3-b926-12871941c0c2,https://www.boot.dev/certificates/5905b4ef-ebfd-4ac3-b926-12871941c0c2,www.boot.dev,Learn Object Oriented Programming in Python,Boot.dev,,,,,,5905b4ef-ebfd-4ac3-b926-12871941c0c2,https://www.boot.dev/certificates/5905b4ef-ebfd-4ac3-b926-12871941c0c2,https://www.boot.dev/certificates/5905b4ef-ebfd-4ac3-b926-12871941c0c2,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/5905b4ef-ebfd-4ac3-b926-12871941c0c2.jpeg?v=1751688862,Learn Object Oriented Programming in Python,900,550,2026-05-12T14:04:26.263Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/a3ed8154-12d7-4874-b7a5-8670e1d51086,https://www.boot.dev/certificates/a3ed8154-12d7-4874-b7a5-8670e1d51086,www.boot.dev,Learn Linux,Boot.dev,,,,,,a3ed8154-12d7-4874-b7a5-8670e1d51086,https://www.boot.dev/certificates/a3ed8154-12d7-4874-b7a5-8670e1d51086,https://www.boot.dev/certificates/a3ed8154-12d7-4874-b7a5-8670e1d51086,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/a3ed8154-12d7-4874-b7a5-8670e1d51086.jpeg?v=1736697813,Learn Linux,900,550,2026-05-12T14:04:32.728Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/05af2ea9-5e0b-4a40-917a-0b06e18cf9bc,https://www.boot.dev/certificates/05af2ea9-5e0b-4a40-917a-0b06e18cf9bc,www.boot.dev,Learn JavaScript,Boot.dev,,,,,,05af2ea9-5e0b-4a40-917a-0b06e18cf9bc,https://www.boot.dev/certificates/05af2ea9-5e0b-4a40-917a-0b06e18cf9bc,https://www.boot.dev/certificates/05af2ea9-5e0b-4a40-917a-0b06e18cf9bc,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/05af2ea9-5e0b-4a40-917a-0b06e18cf9bc.jpeg?v=1751820726,Learn JavaScript,900,550,2026-05-12T14:04:43.045Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/ac78c499-05a8-4f9f-9a78-da9176202d1a,https://www.boot.dev/certificates/ac78c499-05a8-4f9f-9a78-da9176202d1a,www.boot.dev,Learn How to Find a Programming Job,Boot.dev,,,,,,ac78c499-05a8-4f9f-9a78-da9176202d1a,https://www.boot.dev/certificates/ac78c499-05a8-4f9f-9a78-da9176202d1a,https://www.boot.dev/certificates/ac78c499-05a8-4f9f-9a78-da9176202d1a,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/ac78c499-05a8-4f9f-9a78-da9176202d1a.jpeg?v=1742664790,Learn How to Find a Programming Job,900,550,2026-05-12T14:04:48.925Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/707a99af-caeb-4daa-9d75-4da96db50550,https://www.boot.dev/certificates/707a99af-caeb-4daa-9d75-4da96db50550,www.boot.dev,Learn HTTP Clients in Go,Boot.dev,,,,,,707a99af-caeb-4daa-9d75-4da96db50550,https://www.boot.dev/certificates/707a99af-caeb-4daa-9d75-4da96db50550,https://www.boot.dev/certificates/707a99af-caeb-4daa-9d75-4da96db50550,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/707a99af-caeb-4daa-9d75-4da96db50550.jpeg?v=1750951296,Learn HTTP Clients in Go,900,550,2026-05-12T14:04:59.813Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/6b66ac74-3d69-427a-a35e-0a2e44a2f6f0,https://www.boot.dev/certificates/6b66ac74-3d69-427a-a35e-0a2e44a2f6f0,www.boot.dev,Learn Go,Boot.dev,,,,,,6b66ac74-3d69-427a-a35e-0a2e44a2f6f0,https://www.boot.dev/certificates/6b66ac74-3d69-427a-a35e-0a2e44a2f6f0,https://www.boot.dev/certificates/6b66ac74-3d69-427a-a35e-0a2e44a2f6f0,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/6b66ac74-3d69-427a-a35e-0a2e44a2f6f0.jpeg?v=1748423544,Learn Go,900,550,2026-05-12T14:05:04.831Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/a59719cc-543c-49d8-8791-5f8be156c87a,https://www.boot.dev/certificates/a59719cc-543c-49d8-8791-5f8be156c87a,www.boot.dev,Learn Git 2,Boot.dev,,,,,,a59719cc-543c-49d8-8791-5f8be156c87a,https://www.boot.dev/certificates/a59719cc-543c-49d8-8791-5f8be156c87a,https://www.boot.dev/certificates/a59719cc-543c-49d8-8791-5f8be156c87a,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/a59719cc-543c-49d8-8791-5f8be156c87a.jpeg?v=1751688694,Learn Git 2,900,550,2026-05-12T14:05:09.031Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/2d1a04ba-5747-4b34-b929-c7ee8c720399,https://www.boot.dev/certificates/2d1a04ba-5747-4b34-b929-c7ee8c720399,www.boot.dev,Learn Git,Boot.dev,,,,,,2d1a04ba-5747-4b34-b929-c7ee8c720399,https://www.boot.dev/certificates/2d1a04ba-5747-4b34-b929-c7ee8c720399,https://www.boot.dev/certificates/2d1a04ba-5747-4b34-b929-c7ee8c720399,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/2d1a04ba-5747-4b34-b929-c7ee8c720399.jpeg?v=1736697888,Learn Git,900,550,2026-05-12T14:05:15.632Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/28e59df7-1166-4868-8f5f-5e2b678f1cdd,https://www.boot.dev/certificates/28e59df7-1166-4868-8f5f-5e2b678f1cdd,www.boot.dev,Learn Functional Programming in Python,Boot.dev,,,,,,28e59df7-1166-4868-8f5f-5e2b678f1cdd,https://www.boot.dev/certificates/28e59df7-1166-4868-8f5f-5e2b678f1cdd,https://www.boot.dev/certificates/28e59df7-1166-4868-8f5f-5e2b678f1cdd,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/28e59df7-1166-4868-8f5f-5e2b678f1cdd.jpeg?v=1743013403,Learn Functional Programming in Python,900,550,2026-05-12T14:05:21.448Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/266eac91-4d3b-478a-8aa0-0547c51e314b,https://www.boot.dev/certificates/266eac91-4d3b-478a-8aa0-0547c51e314b,www.boot.dev,Learn Docker,Boot.dev,,,,,,266eac91-4d3b-478a-8aa0-0547c51e314b,https://www.boot.dev/certificates/266eac91-4d3b-478a-8aa0-0547c51e314b,https://www.boot.dev/certificates/266eac91-4d3b-478a-8aa0-0547c51e314b,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/266eac91-4d3b-478a-8aa0-0547c51e314b.jpeg?v=1743033684,Learn Docker,900,550,2026-05-12T14:05:33.031Z,ok,source=boot.dev certificate page
https://www.boot.dev/certificates/692c4cdc-0a43-4ea1-b670-719f981671ac,https://www.boot.dev/certificates/692c4cdc-0a43-4ea1-b670-719f981671ac,www.boot.dev,"Learn CI/CD with GitHub Actions, Docker and TypeScript",Boot.dev,,,,,,692c4cdc-0a43-4ea1-b670-719f981671ac,https://www.boot.dev/certificates/692c4cdc-0a43-4ea1-b670-719f981671ac,https://www.boot.dev/certificates/692c4cdc-0a43-4ea1-b670-719f981671ac,https://qvault-webapp-dynamic-assets.storage.googleapis.com/certificates/692c4cdc-0a43-4ea1-b670-719f981671ac.jpeg?v=1752334370,"Learn CI/CD with GitHub Actions, Docker and TypeScript",900,550,2026-05-12T14:05:38.764Z,ok,source=boot.dev certificate page
